Date,Occurrence_Count_crime_file_1,Occurrence_Count_storm_file_2,Trauma_detrended_file_3,Detrended_Value_CPI_file_5,Total_New_Deaths_file_6
1/1/00,,,,0.338453198,
1/31/00,,,,0.510209613,
2/1/00,,0.026729622,,0.681966028,
2/29/00,,0.027984765,,0.681604626,
3/1/00,,0.029666004,,0.681243224,
3/31/00,,0.044116382,,0.340621612,
4/1/00,,0.040904026,,0,
4/30/00,,0.03787085,,0.397226238,
5/1/00,,0.038272367,,0.794452476,
5/10/00,,0.038677915,,0.7096133,
5/16/00,,0.039087371,,0.624774124,
5/31/00,,0.039500618,,0.539934948,
6/1/00,,0.058821027,,0.455095772,
6/30/00,,0.080322829,,0.455231297,
7/1/00,,0.08352854,,0.455366823,
7/31/00,,0.086748776,,0.511564872,
8/1/00,,0.054727937,,0.56776292,
8/31/00,,0.029721295,,0.511881099,
9/1/00,,0.027679303,,0.455999277,
9/30/00,,0.026668405,,0.679300687,
10/1/00,,0.027054357,,0.902602096,
10/31/00,,0.0292563,,0.568079147,
11/1/00,,0.027801677,,0.233556198,
11/30/00,,0.0268922,,0.345093965,
12/1/00,,0.027588601,,0.456631731,
12/31/00,,0.032597863,,0.346404048,
1/1/01,,0.033310957,,0.236176364,
1/19/01,,0.034052207,,0.420220455,
1/31/01,,0.034819862,,0.604264546,
2/1/01,,0.035143493,,0.788308638,
2/28/01,,0.035471213,,0.512739429,
3/1/01,,0.035062198,,0.23717022,
3/31/01,,0.034659615,,0.457490061,
4/1/01,,0.032180358,,0.677809902,
4/30/01,,0.030061712,,0.403867004,
5/1/01,,0.030599384,,0.129924106,
5/31/01,,0.031168058,,0.45807734,
6/1/01,,0.042344323,,0.786230575,
6/30/01,,0.056376915,,0.458212866,
7/1/01,,0.04809554,,0.130195157,
7/31/01,,0.040431937,,0.075487893,
8/1/01,,0.034421243,,0.020780629,
8/31/01,,0.029721295,,0.185308999,
9/1/01,,0.030119871,,0.349837369,
9/30/01,,0.030538082,,0.24024214,
10/1/01,,0.032064231,,0.13064691,
10/31/01,,0.057632635,,0.349204915,
11/1/01,,0.030323915,,0.56776292,
11/30/01,,0.034323427,,0.56776292,
12/1/01,,0.033441309,,0.56776292,
12/31/01,,0.032597863,,0.458529093,
1/1/02,,0.028765366,,0.349295266,
1/31/02,,0.026766242,,0.40400253,
2/1/02,,0.029721295,,0.458709794,
2/28/02,,0.035471213,,0.404499458,
3/1/02,,0.031233087,,0.350289122,
3/31/02,,0.028170815,,0.513146007,
4/1/02,,0.030081182,,0.676002891,
4/30/02,,0.046067203,,0.729987351,
5/1/02,,0.026906608,,0.783971811,
5/31/02,,0.039500618,,0.891985905,
6/1/02,,0.07984925,,1,
6/30/02,,0.124398326,,0.837775569,
7/1/02,,0.068262868,,0.675551138,
7/31/02,,0.026980581,,0.836691362,
8/1/02,,0.027523832,,0.997831587,
8/31/02,,0.032630673,,0.729129021,
9/1/02,,0.026612741,,0.460426455,
9/30/02,,0.034185315,,0.299873509,
10/1/02,,0.031834309,,0.139320564,
10/31/02,,0.029833125,,0.513913986,
11/1/02,,0.027745127,,0.888507409,
11/30/02,,0.026686807,,0.621385978,
12/1/02,,0.02690631,,0.354264546,
12/31/02,,0.027243612,,0.195292736,
1/1/03,,0.028949356,,0.036320925,
1/13/03,,0.031538612,,0.354415131,
1/31/03,,0.034819862,,0.672509336,
2/1/03,,0.033326952,,0.990603542,
2/6/03,,0.03194413,,0.927141308,
2/15/03,,0.03068585,,0.863679075,
2/22/03,,0.029567537,,0.800216841,
2/28/03,,0.010187861,,0.736754608,
3/1/03,,0.023749512,,0.673292374,
3/31/03,,0.046802846,,0.514591615,
4/1/03,,0.072696966,,0.355890857,
4/10/03,,0.098595391,,0.408858872,
4/23/03,,0.051103944,,0.461826888,
4/30/03,,0.059268436,,0.514794904,
5/1/03,,0.044116382,,0.56776292,
5/9/03,,0.031834309,,0.504174196,
5/16/03,,0.026582135,,0.440585472,
5/24/03,,0.031925919,,0.376996747,
5/31/03,,0.040872389,,0.313408023,
6/1/03,,0.014712678,,0.249819299,
6/30/03,,0.031007686,,0.40879111,
7/1/03,,0.002562581,,0.56776292,
7/21/03,,0.027538581,,0.488864293,
7/26/03,,0.084931278,,0.409965667,
7/31/03,,0.092386769,,0.33106704,
8/1/03,,0.076135106,,0.252168413,
8/5/03,,0.071258409,,0.265404771,
8/6/03,,0.062036988,,0.278641128,
8/7/03,,0.053130974,,0.291877485,
8/15/03,,0.044725368,,0.305113842,
8/22/03,,0.037153075,,0.318350199,
8/29/03,,0.031012548,,0.331586556,
8/31/03,,0.027256024,,0.344822913,
9/1/03,,0.026621194,,0.35805927,
9/3/03,,0.026766242,,0.323033369,
9/4/03,,0.007233105,,0.288007469,
9/8/03,,0.029290819,,0.252981568,
9/21/03,,0.036115229,,0.217955668,
